name,center_x,center_y,width,height,filename,W,H
cautionary-t-intersection,728,243,33,29,Screenshot (831).png,1920,1080
cautionary-hump,1199,208,48,50,Screenshot (832).png,1920,1080
cautionary-left-hand-curve,1154,220,30,29,Screenshot (833).png,1920,1080
mandatory-compulsory-ahead,1101,237,26,21,Screenshot (834).png,1920,1080
mandatory-u-turn-prohibited,1270,212,40,39,Screenshot (835).png,1920,1080
cautionary-right-hand-curve,1102,241,34,34,Screenshot (835).png,1920,1080
mandatory-compulsory-ahead,1039,268,13,13,Screenshot (835).png,1920,1080
cautionary-y-merge,1764,38,103,167,Screenshot (836).png,1920,1080
mandatory-u-turn-prohibited,1101,245,23,23,Screenshot (836).png,1920,1080
cautionary-right-hand-curve,1042,256,24,24,Screenshot (836).png,1920,1080
cautionary-hump,255,214,49,55,Screenshot (836).png,1920,1080
cautionary-y-merge,1150,210,52,47,Screenshot (837).png,1920,1080
cautionary-hump,693,252,23,20,Screenshot (837).png,1920,1080
cautionary-pedestrian-crossing,687,245,29,26,Screenshot (838).png,1920,1080
cautionary-pedestrian-crossing,802,739,38,33,Screenshot (839).png,1920,1080
cautionary-pedestrian-crossing,838,754,18,22,Screenshot (840).png,1920,1080
cautionary-right-hand-curve,1083,773,16,14,Screenshot (840).png,1920,1080
mandatory-u-turn-prohibited,1114,766,16,14,Screenshot (840).png,1920,1080
cautionary-y-merge,1220,718,48,42,Screenshot (840).png,1920,1080
mandatory-compulsory-ahead,1162,761,16,20,Screenshot (841).png,1920,1080
cautionary-right-hand-curve,1403,695,52,52,Screenshot (841).png,1920,1080
cautionary-hump,1169,734,39,34,Screenshot (842).png,1920,1080
cautionary-hump,1348,663,60,64,Screenshot (843).png,1920,1080
cautionary-t-intersection,773,730,33,33,Screenshot (843).png,1920,1080
cautionary-hump,1107,771,17,17,Screenshot (843).png,1920,1080
cautionary-hump,1212,724,45,37,Screenshot (844).png,1920,1080
cautionary-right-hand-curve,607,749,29,26,Screenshot (845).png,1920,1080
cautionary-right-hand-curve,708,719,33,34,Screenshot (846).png,1920,1080
mandatory-speed-limit,623,720,43,46,Screenshot (847).png,1920,1080
cautionary-y-merge,128,588,56,75,Screenshot (848).png,1920,1080
mandatory-u-turn-prohibited,543,712,32,31,Screenshot (848).png,1920,1080
mandatory-compulsory-ahead,676,734,24,24,Screenshot (848).png,1920,1080
cautionary-right-hand-curve,589,736,30,28,Screenshot (849).png,1920,1080
mandatory-speed-limit,630,749,18,21,Screenshot (850).png,1920,1080
cautionary-right-hand-curve,640,719,26,30,Screenshot (851).png,1920,1080
mandatory-speed-limit,706,734,34,35,Screenshot (852).png,1920,1080
mandatory-speed-limit,677,771,14,12,Screenshot (852).png,1920,1080
cautionary-y-merge,685,739,33,30,Screenshot (853).png,1920,1080
mandatory-u-turn-prohibited,621,762,14,13,Screenshot (853).png,1920,1080
mandatory-speed-limit,457,713,36,34,Screenshot (854).png,1920,1080
cautionary-hump,662,747,29,29,Screenshot (854).png,1920,1080
cautionary-hump,702,249,24,23,Screenshot (855).png,1920,1080
cautionary-y-intersection,655,752,47,40,Screenshot (856).png,1920,1080
cautionary-gap-in-median,1174,696,54,51,Screenshot (857).png,1920,1080
mandatory-stop,1064,760,23,24,Screenshot (857).png,1920,1080
mandatory-stop,1177,724,42,46,Screenshot (858).png,1920,1080
mandatory-speed-limit,590,627,56,63,Screenshot (859).png,1920,1080
mandatory-stop,477,621,108,104,Screenshot (860).png,1920,1080
cautionary-hump,662,712,41,37,Screenshot (861).png,1920,1080
mandatory-stop,1122,736,33,34,Screenshot (862).png,1920,1080
mandatory-stop,578,208,52,54,Screenshot (863).png,1920,1080
mandatory-stop,636,745,24,25,Screenshot (865).png,1920,1080
cautionary-left-hand-curve,690,731,29,30,Screenshot (866).png,1920,1080
cautionary-right-hand-curve,714,771,14,12,Screenshot (867).png,1920,1080
mandatory-speed-limit,550,752,30,24,Screenshot (869).png,1920,1080
mandatory-u-turn-prohibited,666,757,20,16,Screenshot (869).png,1920,1080
cautionary-hump,357,717,46,39,Screenshot (870).png,1920,1080
cautionary-y-merge,620,743,30,29,Screenshot (871).png,1920,1080
cautionary-left-hand-curve,424,721,31,31,Screenshot (872).png,1920,1080
cautionary-left-hand-curve,306,637,54,54,Screenshot (873).png,1920,1080
mandatory-speed-limit,524,680,57,58,Screenshot (874).png,1920,1080
mandatory-speed-limit,33,529,98,111,Screenshot (875).png,1920,1080
cautionary-hump,701,726,47,47,Screenshot (875).png,1920,1080
cautionary-hump,455,635,90,94,Screenshot (876).png,1920,1080
cautionary-left-hand-curve,679,739,24,24,Screenshot (879).png,1920,1080
cautionary-y-merge,1313,652,70,68,Screenshot (883).png,1920,1080
cautionary-hump,625,721,32,32,Screenshot (883).png,1920,1080
cautionary-right-hand-curve,1235,695,59,52,Screenshot (884).png,1920,1080
cautionary-y-merge,1090,226,37,36,Screenshot (885).png,1920,1080
cautionary-pedestrian-crossing,435,220,65,56,Screenshot (886).png,1920,1080
cautionary-hump,1471,568,92,87,Screenshot (887).png,1920,1080
cautionary-pedestrian-crossing,748,715,45,41,Screenshot (888).png,1920,1080
cautionary-y-merge,1213,724,40,36,Screenshot (889).png,1920,1080
cautionary-hump,854,757,19,16,Screenshot (889).png,1920,1080
mandatory-u-turn-prohibited,1100,764,14,14,Screenshot (889).png,1920,1080
cautionary-right-hand-curve,1070,771,13,12,Screenshot (889).png,1920,1080
cautionary-hump,705,710,41,35,Screenshot (890).png,1920,1080
cautionary-y-merge,1601,593,76,87,Screenshot (890).png,1920,1080
mandatory-u-turn-prohibited,1178,756,17,16,Screenshot (890).png,1920,1080
cautionary-right-hand-curve,1118,765,21,18,Screenshot (890).png,1920,1080
cautionary-right-hand-curve,1332,699,49,52,Screenshot (891).png,1920,1080
mandatory-restriction-ends,1124,758,18,20,Screenshot (891).png,1920,1080
cautionary-left-hand-curve,1366,671,34,39,Screenshot (892).png,1920,1080
cautionary-t-intersection,857,739,30,28,Screenshot (893).png,1920,1080
cautionary-hump,1341,694,48,45,Screenshot (893).png,1920,1080
cautionary-t-intersection,335,506,128,143,Screenshot (894).png,1920,1080
cautionary-hump,1174,757,25,23,Screenshot (894).png,1920,1080
cautionary-hump,1290,716,41,43,Screenshot (895).png,1920,1080
cautionary-right-hand-curve,1280,707,37,33,Screenshot (896).png,1920,1080
cautionary-right-hand-curve,1494,685,37,39,Screenshot (897).png,1920,1080
mandatory-speed-limit,1459,707,35,34,Screenshot (898).png,1920,1080
mandatory-speed-limit,1509,702,40,46,Screenshot (899).png,1920,1080
cautionary-right-hand-curve,1301,230,37,41,Screenshot (900).png,1920,1080
cautionary-right-hand-curve,1274,208,40,40,Screenshot (901).png,1920,1080
cautionary-hump,1087,260,28,28,Screenshot (902).png,1920,1080
cautionary-hump,1340,177,69,73,Screenshot (903).png,1920,1080
cautionary-t-intersection,688,241,38,35,Screenshot (903).png,1920,1080
cautionary-hump,1145,243,37,33,Screenshot (904).png,1920,1080
cautionary-hump,1258,204,55,64,Screenshot (905).png,1920,1080
cautionary-right-hand-curve,1275,214,50,41,Screenshot (907).png,1920,1080
cautionary-left-hand-curve,1230,208,33,32,Screenshot (908).png,1920,1080
cautionary-go-slow,704,696,45,51,Screenshot (909).png,1920,1080
